ID,Hours,Date,Machine ID,Department,MSEB Zone,KWH Reading,Consumption,P_F,Parts Produced,Molten Metal,Batch ID,Cost of Energy,KWH_Tonne,KWH_part
3712,15,2024-07-30,IF2,Melting,Zone B,10946,626,0.91,0.0,859.0,B0376,4382,728.7543655413272,0.0
3713,16,2024-07-30,IF2,Melting,Zone B,11547,601,0.9,0.0,930.0,B0377,4207,646.236559139785,0.0
3714,17,2024-07-30,IF2,Melting,Zone B,12147,600,0.93,0.0,859.0,B0378,4200,698.4866123399302,0.0
3715,18,2024-07-30,IF2,Melting,Zone D,12710,563,0.91,0.0,950.0,B0379,6193,592.6315789473684,0.0
3716,19,2024-07-30,IF2,Melting,Zone D,13349,639,0.92,0.0,968.0,B0380,7029,660.1239669421489,0.0
3717,20,2024-07-30,IF2,Melting,Zone D,13959,610,0.93,0.0,909.0,B0381,6710,671.067106710671,0.0
3718,21,2024-07-30,IF2,Melting,Zone D,14549,590,0.91,0.0,849.0,B0382,6490,694.9352179034158,0.0
3719,22,2024-07-30,IF2,Melting,Zone A,15103,554,0.92,0.0,919.0,B0383,2770,602.8291621327529,0.0
3720,23,2024-07-30,IF2,Melting,Zone A,15733,630,0.91,0.0,813.0,B0384,3150,774.9077490774908,0.0
3721,0,2024-07-31,IF2,Melting,Zone A,16302,569,0.94,0.0,897.0,B0385,2845,634.3366778149386,0.0
3722,1,2024-07-31,IF2,Melting,Zone A,16937,635,0.92,0.0,927.0,B0386,3175,685.0053937432579,0.0
3723,2,2024-07-31,IF2,Melting,Zone A,17509,572,0.94,0.0,991.0,B0387,2860,577.1947527749747,0.0
3724,3,2024-07-31,IF2,Melting,Zone A,18069,560,0.95,0.0,918.0,B0388,2800,610.0217864923748,0.0
3725,4,2024-07-31,IF2,Melting,Zone A,18687,618,0.94,0.0,851.0,B0389,3090,726.2044653349001,0.0
3726,5,2024-07-31,IF2,Melting,Zone A,19247,560,0.93,0.0,821.0,B0390,2800,682.095006090134,0.0
3727,6,2024-07-31,IF2,Melting,Zone B,19834,587,0.92,0.0,809.0,B0391,4109,725.5871446229913,0.0
3728,7,2024-07-31,IF2,Melting,Zone B,20393,559,0.92,0.0,878.0,B0392,3913,636.6742596810934,0.0
3729,8,2024-07-31,IF2,Melting,Zone B,20979,586,0.94,0.0,885.0,B0393,4102,662.1468926553672,0.0
3730,9,2024-07-31,IF2,Melting,Zone C,21529,550,0.9,0.0,805.0,B0394,4950,683.2298136645962,0.0
3731,10,2024-07-31,IF2,Melting,Zone C,22167,638,0.92,0.0,924.0,B0395,5742,690.4761904761905,0.0
3732,11,2024-07-31,IF2,Melting,Zone C,22732,565,0.93,0.0,894.0,B0396,5085,631.9910514541386,0.0
3733,12,2024-07-31,IF2,Melting,Zone B,23304,572,0.91,0.0,966.0,B0397,4004,592.1325051759835,0.0
3734,13,2024-07-31,IF2,Melting,Zone B,23919,615,0.94,0.0,913.0,B0398,4305,673.6035049288062,0.0
3735,14,2024-07-31,IF2,Melting,Zone B,24492,573,0.9,0.0,835.0,B0399,4011,686.2275449101796,0.0
3736,15,2024-07-31,IF2,Melting,Zone B,25122,630,0.94,0.0,914.0,B0400,4410,689.2778993435448,0.0
3737,16,2024-07-31,IF2,Melting,Zone B,25758,636,0.9,0.0,898.0,B0401,4452,708.2405345211581,0.0
3738,17,2024-07-31,IF2,Melting,Zone B,26331,573,0.93,0.0,946.0,B0402,4011,605.7082452431289,0.0
3739,18,2024-07-31,IF2,Melting,Zone D,26947,616,0.92,0.0,829.0,B0403,6776,743.0639324487333,0.0
3740,19,2024-07-31,IF2,Melting,Zone D,27590,643,0.92,0.0,974.0,B0404,7073,660.164271047228,0.0
3741,20,2024-07-31,IF2,Melting,Zone D,28223,633,0.95,0.0,839.0,B0405,6963,754.4696066746126,0.0
3742,21,2024-07-31,IF2,Melting,Zone D,28818,595,0.9,0.0,804.0,B0406,6545,740.0497512437811,0.0
3743,22,2024-07-31,IF2,Melting,Zone A,29392,574,0.94,0.0,915.0,B0407,2870,627.3224043715848,0.0
3744,23,2024-07-31,IF2,Melting,Zone A,30013,621,0.93,0.0,992.0,B0408,3105,626.008064516129,0.0
3745,0,2024-08-01,IF2,Melting,Zone A,30609,596,0.93,0.0,938.0,B0409,2980,635.3944562899787,0.0
3746,1,2024-08-01,IF2,Melting,Zone A,31168,559,0.95,0.0,983.0,B0410,2795,568.6673448626653,0.0
3747,2,2024-08-01,IF2,Melting,Zone A,31803,635,0.94,0.0,898.0,B0411,3175,707.1269487750557,0.0
3748,3,2024-08-01,IF2,Melting,Zone A,32358,555,0.94,0.0,957.0,B0412,2775,579.9373040752351,0.0
3749,4,2024-08-01,IF2,Melting,Zone A,32924,566,0.93,0.0,988.0,B0413,2830,572.8744939271255,0.0
3750,5,2024-08-01,IF2,Melting,Zone A,33560,636,0.94,0.0,880.0,B0414,3180,722.7272727272727,0.0
3751,6,2024-08-01,IF2,Melting,Zone B,34149,589,0.92,0.0,868.0,B0415,4123,678.5714285714286,0.0
3752,7,2024-08-01,IF2,Melting,Zone B,34785,636,0.9,0.0,939.0,B0416,4452,677.3162939297125,0.0
3753,8,2024-08-01,IF2,Melting,Zone B,35371,586,0.9,0.0,910.0,B0417,4102,643.956043956044,0.0
3754,9,2024-08-01,IF2,Melting,Zone C,35987,616,0.94,0.0,916.0,B0418,5544,672.4890829694323,0.0
3755,10,2024-08-01,IF2,Melting,Zone C,36607,620,0.93,0.0,960.0,B0419,5580,645.8333333333334,0.0
3756,11,2024-08-01,IF2,Melting,Zone C,37254,647,0.92,0.0,839.0,B0420,5823,771.1561382598331,0.0
3757,12,2024-08-01,IF2,Melting,Zone B,37850,596,0.91,0.0,851.0,B0421,4172,700.352526439483,0.0
3758,13,2024-08-01,IF2,Melting,Zone B,38451,601,0.93,0.0,928.0,B0422,4207,647.6293103448277,0.0
3759,14,2024-08-01,IF2,Melting,Zone B,39007,556,0.91,0.0,879.0,B0423,3892,632.5369738339022,0.0
3760,15,2024-08-01,IF2,Melting,Zone B,39572,565,0.91,0.0,812.0,B0424,3955,695.8128078817733,0.0
3761,16,2024-08-01,IF2,Melting,Zone B,40188,616,0.9,0.0,813.0,B0425,4312,757.6875768757687,0.0
3762,17,2024-08-01,IF2,Melting,Zone B,40768,580,0.94,0.0,961.0,B0426,4060,603.537981269511,0.0
3763,18,2024-08-01,IF2,Melting,Zone D,41394,626,0.93,0.0,927.0,B0427,6886,675.2966558791802,0.0
3764,19,2024-08-01,IF2,Melting,Zone D,41963,569,0.93,0.0,915.0,B0428,6259,621.8579234972677,0.0
3765,20,2024-08-01,IF2,Melting,Zone D,42541,578,0.92,0.0,917.0,B0429,6358,630.3162486368593,0.0
3766,21,2024-08-01,IF2,Melting,Zone D,43173,632,0.92,0.0,997.0,B0430,6952,633.9017051153461,0.0
3767,22,2024-08-01,IF2,Melting,Zone A,43731,558,0.9,0.0,916.0,B0431,2790,609.170305676856,0.0
3768,23,2024-08-01,IF2,Melting,Zone A,44311,580,0.92,0.0,923.0,B0432,2900,628.385698808234,0.0
3769,0,2024-08-02,IF2,Melting,Zone A,44942,631,0.92,0.0,855.0,B0433,3155,738.0116959064328,0.0
3770,1,2024-08-02,IF2,Melting,Zone A,45541,599,0.92,0.0,900.0,B0434,2995,665.5555555555555,0.0
3771,2,2024-08-02,IF2,Melting,Zone A,46154,613,0.94,0.0,916.0,B0435,3065,669.2139737991266,0.0
3772,3,2024-08-02,IF2,Melting,Zone A,46788,634,0.9,0.0,897.0,B0436,3170,706.8004459308808,0.0
3773,4,2024-08-02,IF2,Melting,Zone A,47349,561,0.95,0.0,819.0,B0437,2805,684.981684981685,0.0
3774,5,2024-08-02,IF2,Melting,Zone A,47931,582,0.93,0.0,887.0,B0438,2910,656.1443066516347,0.0
3775,6,2024-08-02,IF2,Melting,Zone B,48566,635,0.92,0.0,957.0,B0439,4445,663.531870428422,0.0
3776,7,2024-08-02,IF2,Melting,Zone B,49190,624,0.9,0.0,876.0,B0440,4368,712.3287671232877,0.0
3777,8,2024-08-02,IF2,Melting,Zone B,49838,648,0.93,0.0,857.0,B0441,4536,756.1260210035006,0.0
3778,9,2024-08-02,IF2,Melting,Zone C,50392,554,0.91,0.0,808.0,B0442,4986,685.6435643564357,0.0
3779,10,2024-08-02,IF2,Melting,Zone C,51022,630,0.9,0.0,826.0,B0443,5670,762.7118644067797,0.0
3780,11,2024-08-02,IF2,Melting,Zone C,51624,602,0.9,0.0,839.0,B0444,5418,717.5208581644815,0.0
3781,12,2024-08-02,IF2,Melting,Zone B,52260,636,0.93,0.0,957.0,B0445,4452,664.576802507837,0.0
3782,13,2024-08-02,IF2,Melting,Zone B,52823,563,0.9,0.0,957.0,B0446,3941,588.2967607105538,0.0
3783,14,2024-08-02,IF2,Melting,Zone B,53459,636,0.9,0.0,813.0,B0447,4452,782.2878228782288,0.0
3784,15,2024-08-02,IF2,Melting,Zone B,54106,647,0.93,0.0,938.0,B0448,4529,689.7654584221749,0.0
3785,16,2024-08-02,IF2,Melting,Zone B,54744,638,0.91,0.0,855.0,B0449,4466,746.1988304093568,0.0
3786,17,2024-08-02,IF2,Melting,Zone B,55373,629,0.92,0.0,926.0,B0450,4403,679.2656587473001,0.0
3787,18,2024-08-02,IF2,Melting,Zone D,55996,623,0.94,0.0,915.0,B0451,6853,680.8743169398907,0.0
3788,19,2024-08-02,IF2,Melting,Zone D,56558,562,0.91,0.0,985.0,B0452,6182,570.5583756345177,0.0
3789,20,2024-08-02,IF2,Melting,Zone D,57119,561,0.95,0.0,842.0,B0453,6171,666.270783847981,0.0
3790,21,2024-08-02,IF2,Melting,Zone D,57670,551,0.94,0.0,997.0,B0454,6061,552.6579739217653,0.0
3791,22,2024-08-02,IF2,Melting,Zone A,58267,597,0.93,0.0,851.0,B0455,2985,701.5276145710928,0.0
3792,23,2024-08-02,IF2,Melting,Zone A,58838,571,0.91,0.0,826.0,B0456,2855,691.2832929782082,0.0
3793,0,2024-08-03,IF2,Melting,Zone A,59449,611,0.93,0.0,970.0,B0457,3055,629.8969072164948,0.0
3794,1,2024-08-03,IF2,Melting,Zone A,60063,614,0.9,0.0,904.0,B0458,3070,679.2035398230089,0.0
3795,2,2024-08-03,IF2,Melting,Zone A,60669,606,0.95,0.0,982.0,B0459,3030,617.1079429735234,0.0
3796,3,2024-08-03,IF2,Melting,Zone A,61287,618,0.95,0.0,930.0,B0460,3090,664.516129032258,0.0
3797,4,2024-08-03,IF2,Melting,Zone A,61910,623,0.92,0.0,924.0,B0461,3115,674.2424242424242,0.0
3798,5,2024-08-03,IF2,Melting,Zone A,62533,623,0.93,0.0,835.0,B0462,3115,746.1077844311377,0.0
3799,6,2024-08-03,IF2,Melting,Zone B,63108,575,0.92,0.0,970.0,B0463,4025,592.7835051546392,0.0
3800,7,2024-08-03,IF2,Melting,Zone B,63702,594,0.91,0.0,825.0,B0464,4158,720.0,0.0
3801,8,2024-08-03,IF2,Melting,Zone B,64338,636,0.92,0.0,930.0,B0465,4452,683.8709677419355,0.0
3802,9,2024-08-03,IF2,Melting,Zone C,64933,595,0.92,0.0,890.0,B0466,5355,668.5393258426966,0.0
3803,10,2024-08-03,IF2,Melting,Zone C,65512,579,0.93,0.0,843.0,B0467,5211,686.8327402135232,0.0
3804,11,2024-08-03,IF2,Melting,Zone C,66136,624,0.93,0.0,822.0,B0468,5616,759.1240875912408,0.0
3805,12,2024-08-03,IF2,Melting,Zone B,66746,610,0.91,0.0,969.0,B0469,4270,629.514963880289,0.0
3806,13,2024-08-03,IF2,Melting,Zone B,67339,593,0.91,0.0,846.0,B0470,4151,700.9456264775413,0.0
3807,14,2024-08-03,IF2,Melting,Zone B,67918,579,0.95,0.0,961.0,B0471,4053,602.4973985431842,0.0
3808,15,2024-08-03,IF2,Melting,Zone B,68537,619,0.94,0.0,842.0,B0472,4333,735.1543942992874,0.0
3809,16,2024-08-03,IF2,Melting,Zone B,69146,609,0.92,0.0,945.0,B0473,4263,644.4444444444445,0.0
3810,17,2024-08-03,IF2,Melting,Zone B,69720,574,0.92,0.0,901.0,B0474,4018,637.0699223085461,0.0
3811,18,2024-08-03,IF2,Melting,Zone D,70302,582,0.94,0.0,894.0,B0475,6402,651.006711409396,0.0
3812,19,2024-08-03,IF2,Melting,Zone D,70887,585,0.9,0.0,857.0,B0476,6435,682.6137689614936,0.0
3813,20,2024-08-03,IF2,Melting,Zone D,71464,577,0.91,0.0,913.0,B0477,6347,631.9824753559693,0.0
3814,21,2024-08-03,IF2,Melting,Zone D,72058,594,0.91,0.0,851.0,B0478,6534,698.0023501762632,0.0
3815,22,2024-08-03,IF2,Melting,Zone A,72689,631,0.94,0.0,832.0,B0479,3155,758.4134615384615,0.0
3816,23,2024-08-03,IF2,Melting,Zone A,73272,583,0.95,0.0,905.0,B0480,2915,644.1988950276243,0.0
3817,0,2024-08-04,IF2,Melting,Zone A,73852,580,0.93,0.0,852.0,B0481,2900,680.7511737089202,0.0
3818,1,2024-08-04,IF2,Melting,Zone A,74405,553,0.94,0.0,966.0,B0482,2765,572.463768115942,0.0
3819,2,2024-08-04,IF2,Melting,Zone A,75013,608,0.93,0.0,890.0,B0483,3040,683.1460674157304,0.0
3820,3,2024-08-04,IF2,Melting,Zone A,75611,598,0.94,0.0,882.0,B0484,2990,678.0045351473923,0.0
3821,4,2024-08-04,IF2,Melting,Zone A,76165,554,0.93,0.0,928.0,B0485,2770,596.9827586206897,0.0
3822,5,2024-08-04,IF2,Melting,Zone A,76792,627,0.92,0.0,866.0,B0486,3135,724.0184757505773,0.0
3823,6,2024-08-04,IF2,Melting,Zone B,77411,619,0.91,0.0,856.0,B0487,4333,723.1308411214953,0.0
3824,7,2024-08-04,IF2,Melting,Zone B,78025,614,0.94,0.0,819.0,B0488,4298,749.6947496947497,0.0
3825,8,2024-08-04,IF2,Melting,Zone B,78589,564,0.93,0.0,891.0,B0489,3948,632.996632996633,0.0
3826,9,2024-08-04,IF2,Melting,Zone C,79139,550,0.93,0.0,977.0,B0490,4950,562.9477993858751,0.0
3827,10,2024-08-04,IF2,Melting,Zone C,79690,551,0.93,0.0,820.0,B0491,4959,671.9512195121952,0.0
3828,11,2024-08-04,IF2,Melting,Zone C,80265,575,0.92,0.0,855.0,B0492,5175,672.514619883041,0.0
3829,12,2024-08-04,IF2,Melting,Zone B,80890,625,0.91,0.0,991.0,B0493,4375,630.6760847628657,0.0
3830,13,2024-08-04,IF2,Melting,Zone B,81488,598,0.93,0.0,969.0,B0494,4186,617.1310629514963,0.0
3831,14,2024-08-04,IF2,Melting,Zone B,82096,608,0.9,0.0,916.0,B0495,4256,663.7554585152839,0.0
3832,15,2024-08-04,IF2,Melting,Zone B,82733,637,0.93,0.0,968.0,B0496,4459,658.0578512396694,0.0
3833,16,2024-08-04,IF2,Melting,Zone B,83285,552,0.92,0.0,997.0,B0497,3864,553.6609829488466,0.0
3834,17,2024-08-04,IF2,Melting,Zone B,83918,633,0.94,0.0,864.0,B0498,4431,732.6388888888888,0.0
3835,18,2024-08-04,IF2,Melting,Zone D,84505,587,0.9,0.0,904.0,B0499,6457,649.3362831858407,0.0
3836,19,2024-08-04,IF2,Melting,Zone D,85061,556,0.95,0.0,991.0,B0500,6116,561.0494450050454,0.0
3837,20,2024-08-04,IF2,Melting,Zone D,85664,603,0.92,0.0,806.0,B0501,6633,748.1389578163772,0.0
3838,21,2024-08-04,IF2,Melting,Zone D,86283,619,0.91,0.0,802.0,B0502,6809,771.8204488778055,0.0
3839,22,2024-08-04,IF2,Melting,Zone A,86872,589,0.94,0.0,871.0,B0503,2945,676.2342135476464,0.0
3840,23,2024-08-04,IF2,Melting,Zone A,87447,575,0.93,0.0,894.0,B0504,2875,643.1767337807606,0.0
3841,0,2024-08-05,IF2,Melting,Zone A,88036,589,0.9,0.0,906.0,B0505,2945,650.1103752759382,0.0
3842,1,2024-08-05,IF2,Melting,Zone A,88677,641,0.91,0.0,979.0,B0506,3205,654.7497446373851,0.0
3843,2,2024-08-05,IF2,Melting,Zone A,89291,614,0.91,0.0,825.0,B0507,3070,744.2424242424242,0.0
3844,3,2024-08-05,IF2,Melting,Zone A,89900,609,0.93,0.0,993.0,B0508,3045,613.2930513595167,0.0
3845,4,2024-08-05,IF2,Melting,Zone A,90521,621,0.94,0.0,916.0,B0509,3105,677.9475982532751,0.0
3846,5,2024-08-05,IF2,Melting,Zone A,91149,628,0.92,0.0,926.0,B0510,3140,678.1857451403888,0.0
3847,6,2024-08-05,IF2,Melting,Zone B,91738,589,0.91,0.0,954.0,B0511,4123,617.4004192872118,0.0
3848,7,2024-08-05,IF2,Melting,Zone B,92345,607,0.91,0.0,869.0,B0512,4249,698.5040276179517,0.0
3849,8,2024-08-05,IF2,Melting,Zone B,92927,582,0.93,0.0,870.0,B0513,4074,668.9655172413793,0.0
3850,9,2024-08-05,IF2,Melting,Zone C,93481,554,0.92,0.0,941.0,B0514,4986,588.7353878852285,0.0
3851,10,2024-08-05,IF2,Melting,Zone C,94107,626,0.92,0.0,881.0,B0515,5634,710.5561861520999,0.0
3852,11,2024-08-05,IF2,Melting,Zone C,94743,636,0.94,0.0,800.0,B0516,5724,795.0,0.0
3853,12,2024-08-05,IF2,Melting,Zone B,95364,621,0.9,0.0,966.0,B0517,4347,642.8571428571429,0.0
3854,13,2024-08-05,IF2,Melting,Zone B,95996,632,0.9,0.0,917.0,B0518,4424,689.2039258451472,0.0
3855,14,2024-08-05,IF2,Melting,Zone B,96631,635,0.94,0.0,850.0,B0519,4445,747.0588235294118,0.0
3856,15,2024-08-05,IF2,Melting,Zone B,97223,592,0.91,0.0,854.0,B0520,4144,693.2084309133489,0.0
3857,16,2024-08-05,IF2,Melting,Zone B,97837,614,0.92,0.0,977.0,B0521,4298,628.4544524053224,0.0
3858,17,2024-08-05,IF2,Melting,Zone B,98453,616,0.93,0.0,807.0,B0522,4312,763.3209417596036,0.0
3859,18,2024-08-05,IF2,Melting,Zone D,99033,580,0.95,0.0,917.0,B0523,6380,632.4972737186478,0.0
3860,19,2024-08-05,IF2,Melting,Zone D,99602,569,0.93,0.0,874.0,B0524,6259,651.0297482837528,0.0
3861,20,2024-08-05,IF2,Melting,Zone D,100221,619,0.9,0.0,907.0,B0525,6809,682.4696802646087,0.0
3862,21,2024-08-05,IF2,Melting,Zone D,100836,615,0.92,0.0,924.0,B0526,6765,665.5844155844156,0.0
3863,22,2024-08-05,IF2,Melting,Zone A,101398,562,0.92,0.0,842.0,B0527,2810,667.458432304038,0.0
3864,23,2024-08-05,IF2,Melting,Zone A,102025,627,0.92,0.0,862.0,B0528,3135,727.3781902552205,0.0
3865,0,2024-08-06,IF2,Melting,Zone A,102605,580,0.95,0.0,965.0,B0529,2900,601.0362694300518,0.0
3866,1,2024-08-06,IF2,Melting,Zone A,103237,632,0.91,0.0,853.0,B0530,3160,740.9144196951935,0.0
3867,2,2024-08-06,IF2,Melting,Zone A,103878,641,0.93,0.0,987.0,B0531,3205,649.4427558257345,0.0
3868,3,2024-08-06,IF2,Melting,Zone A,104504,626,0.92,0.0,997.0,B0532,3130,627.8836509528586,0.0
3869,4,2024-08-06,IF2,Melting,Zone A,105140,636,0.91,0.0,830.0,B0533,3180,766.2650602409639,0.0
3870,5,2024-08-06,IF2,Melting,Zone A,105749,609,0.92,0.0,875.0,B0534,3045,696.0,0.0
3871,6,2024-08-06,IF2,Melting,Zone B,106384,635,0.94,0.0,985.0,B0535,4445,644.6700507614214,0.0
3872,7,2024-08-06,IF2,Melting,Zone B,107003,619,0.91,0.0,845.0,B0536,4333,732.5443786982248,0.0
3873,8,2024-08-06,IF2,Melting,Zone B,107644,641,0.94,0.0,839.0,B0537,4487,764.0047675804528,0.0
3874,9,2024-08-06,IF2,Melting,Zone C,108212,568,0.93,0.0,967.0,B0538,5112,587.3836608066184,0.0
3875,10,2024-08-06,IF2,Melting,Zone C,108812,600,0.91,0.0,846.0,B0539,5400,709.2198581560284,0.0
3876,11,2024-08-06,IF2,Melting,Zone C,109444,632,0.91,0.0,929.0,B0540,5688,680.3013993541442,0.0
3877,12,2024-08-06,IF2,Melting,Zone B,110010,566,0.94,0.0,832.0,B0541,3962,680.2884615384615,0.0
3878,13,2024-08-06,IF2,Melting,Zone B,110580,570,0.91,0.0,912.0,B0542,3990,625.0,0.0
3879,14,2024-08-06,IF2,Melting,Zone B,111204,624,0.95,0.0,811.0,B0543,4368,769.4204685573366,0.0
3880,15,2024-08-06,IF2,Melting,Zone B,111852,648,0.94,0.0,805.0,B0544,4536,804.9689440993789,0.0
3881,16,2024-08-06,IF2,Melting,Zone B,112486,634,0.9,0.0,998.0,B0545,4438,635.2705410821643,0.0
3882,17,2024-08-06,IF2,Melting,Zone B,113084,598,0.95,0.0,863.0,B0546,4186,692.9316338354578,0.0
3883,18,2024-08-06,IF2,Melting,Zone D,113646,562,0.91,0.0,978.0,B0547,6182,574.6421267893661,0.0
3884,19,2024-08-06,IF2,Melting,Zone D,114292,646,0.9,0.0,906.0,B0548,7106,713.0242825607064,0.0
3885,20,2024-08-06,IF2,Melting,Zone D,114924,632,0.92,0.0,968.0,B0549,6952,652.8925619834711,0.0
3886,21,2024-08-06,IF2,Melting,Zone D,115519,595,0.92,0.0,995.0,B0550,6545,597.9899497487438,0.0
3887,22,2024-08-06,IF2,Melting,Zone A,116093,574,0.92,0.0,950.0,B0551,2870,604.2105263157894,0.0
3888,23,2024-08-06,IF2,Melting,Zone A,116685,592,0.93,0.0,907.0,B0552,2960,652.7012127894156,0.0
3889,0,2024-08-07,IF2,Melting,Zone A,117316,631,0.91,0.0,908.0,B0553,3155,694.9339207048458,0.0
3890,1,2024-08-07,IF2,Melting,Zone A,117880,564,0.93,0.0,886.0,B0554,2820,636.5688487584649,0.0
3891,2,2024-08-07,IF2,Melting,Zone A,118470,590,0.93,0.0,941.0,B0555,2950,626.9925611052072,0.0
3892,3,2024-08-07,IF2,Melting,Zone A,119057,587,0.93,0.0,810.0,B0556,2935,724.6913580246913,0.0
3893,4,2024-08-07,IF2,Melting,Zone A,119626,569,0.93,0.0,999.0,B0557,2845,569.5695695695696,0.0
3894,5,2024-08-07,IF2,Melting,Zone A,120248,622,0.91,0.0,868.0,B0558,3110,716.5898617511521,0.0
3895,6,2024-08-07,IF2,Melting,Zone B,120840,592,0.95,0.0,824.0,B0559,4144,718.4466019417475,0.0
3896,7,2024-08-07,IF2,Melting,Zone B,121458,618,0.94,0.0,833.0,B0560,4326,741.8967587034814,0.0
3897,8,2024-08-07,IF2,Melting,Zone B,122051,593,0.91,0.0,825.0,B0561,4151,718.7878787878788,0.0
3898,9,2024-08-07,IF2,Melting,Zone C,122692,641,0.92,0.0,905.0,B0562,5769,708.2872928176796,0.0
3899,10,2024-08-07,IF2,Melting,Zone C,123297,605,0.92,0.0,888.0,B0563,5445,681.3063063063063,0.0
3900,11,2024-08-07,IF2,Melting,Zone C,123857,560,0.9,0.0,882.0,B0564,5040,634.9206349206349,0.0
3901,12,2024-08-07,IF2,Melting,Zone B,124456,599,0.94,0.0,924.0,B0565,4193,648.2683982683982,0.0
3902,13,2024-08-07,IF2,Melting,Zone B,125038,582,0.92,0.0,863.0,B0566,4074,674.3916570104287,0.0
3903,14,2024-08-07,IF2,Melting,Zone B,125653,615,0.93,0.0,958.0,B0567,4305,641.9624217118998,0.0
3904,15,2024-08-07,IF2,Melting,Zone B,126256,603,0.92,0.0,926.0,B0568,4221,651.1879049676025,0.0
3905,16,2024-08-07,IF2,Melting,Zone B,126832,576,0.91,0.0,855.0,B0569,4032,673.6842105263157,0.0
3906,17,2024-08-07,IF2,Melting,Zone B,127455,623,0.91,0.0,894.0,B0570,4361,696.8680089485458,0.0
3907,18,2024-08-07,IF2,Melting,Zone D,128017,562,0.93,0.0,803.0,B0571,6182,699.8754669987547,0.0
3908,19,2024-08-07,IF2,Melting,Zone D,128597,580,0.91,0.0,975.0,B0572,6380,594.8717948717949,0.0
3909,20,2024-08-07,IF2,Melting,Zone D,129197,600,0.95,0.0,858.0,B0573,6600,699.3006993006993,0.0
3910,21,2024-08-07,IF2,Melting,Zone D,129804,607,0.92,0.0,977.0,B0574,6677,621.2896622313203,0.0
3911,22,2024-08-07,IF2,Melting,Zone A,130366,562,0.93,0.0,856.0,B0575,2810,656.5420560747664,0.0
3912,23,2024-08-07,IF2,Melting,Zone A,131010,644,0.94,0.0,952.0,B0576,3220,676.4705882352941,0.0
3913,0,2024-08-08,IF2,Melting,Zone A,131621,611,0.93,0.0,855.0,B0577,3055,714.6198830409357,0.0
3914,1,2024-08-08,IF2,Melting,Zone A,132184,563,0.95,0.0,958.0,B0578,2815,587.6826722338204,0.0
3915,2,2024-08-08,IF2,Melting,Zone A,132741,557,0.95,0.0,899.0,B0579,2785,619.5773081201335,0.0
3916,3,2024-08-08,IF2,Melting,Zone A,133357,616,0.94,0.0,987.0,B0580,3080,624.113475177305,0.0
3917,4,2024-08-08,IF2,Melting,Zone A,133953,596,0.92,0.0,862.0,B0581,2980,691.415313225058,0.0
3918,5,2024-08-08,IF2,Melting,Zone A,134588,635,0.92,0.0,869.0,B0582,3175,730.7249712313003,0.0
3919,6,2024-08-08,IF2,Melting,Zone B,135151,563,0.92,0.0,858.0,B0583,3941,656.1771561771562,0.0
3920,7,2024-08-08,IF2,Melting,Zone B,135773,622,0.93,0.0,938.0,B0584,4354,663.1130063965884,0.0
3921,8,2024-08-08,IF2,Melting,Zone B,136354,581,0.95,0.0,836.0,B0585,4067,694.976076555024,0.0
3922,9,2024-08-08,IF2,Melting,Zone C,136951,597,0.93,0.0,886.0,B0586,5373,673.8148984198646,0.0
3923,10,2024-08-08,IF2,Melting,Zone C,137528,577,0.94,0.0,960.0,B0587,5193,601.0416666666667,0.0
3924,11,2024-08-08,IF2,Melting,Zone C,138107,579,0.92,0.0,875.0,B0588,5211,661.7142857142857,0.0
3925,12,2024-08-08,IF2,Melting,Zone B,138714,607,0.91,0.0,817.0,B0589,4249,742.9620563035496,0.0
3926,13,2024-08-08,IF2,Melting,Zone B,139297,583,0.94,0.0,996.0,B0590,4081,585.3413654618473,0.0
3927,14,2024-08-08,IF2,Melting,Zone B,139876,579,0.94,0.0,945.0,B0591,4053,612.6984126984128,0.0
3928,15,2024-08-08,IF2,Melting,Zone B,140477,601,0.94,0.0,979.0,B0592,4207,613.8917262512769,0.0
3929,16,2024-08-08,IF2,Melting,Zone B,141041,564,0.94,0.0,997.0,B0593,3948,565.6970912738215,0.0
3930,17,2024-08-08,IF2,Melting,Zone B,141656,615,0.9,0.0,901.0,B0594,4305,682.5749167591565,0.0
3931,18,2024-08-08,IF2,Melting,Zone D,142289,633,0.9,0.0,804.0,B0595,6963,787.3134328358209,0.0
3932,19,2024-08-08,IF2,Melting,Zone D,142871,582,0.95,0.0,928.0,B0596,6402,627.1551724137931,0.0
3933,20,2024-08-08,IF2,Melting,Zone D,143436,565,0.92,0.0,993.0,B0597,6215,568.9828801611278,0.0
3934,21,2024-08-08,IF2,Melting,Zone D,144024,588,0.91,0.0,865.0,B0598,6468,679.7687861271676,0.0
3935,22,2024-08-08,IF2,Melting,Zone A,144669,645,0.93,0.0,939.0,B0599,3225,686.9009584664537,0.0
3936,23,2024-08-08,IF2,Melting,Zone A,145298,629,0.94,0.0,853.0,B0600,3145,737.3974208675263,0.0
3937,0,2024-08-09,IF2,Melting,Zone A,145878,580,0.91,0.0,880.0,B0601,2900,659.090909090909,0.0
3938,1,2024-08-09,IF2,Melting,Zone A,146520,642,0.93,0.0,919.0,B0602,3210,698.5854189336235,0.0
3939,2,2024-08-09,IF2,Melting,Zone A,147088,568,0.9,0.0,962.0,B0603,2840,590.4365904365904,0.0
